"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"15","","624","9","","{0340737B-D4FA-4795-93AA-CAEB8371BCF9}","2014-09-12 11:15:07.263000000"
"33","","1342","9","","{E6D92B96-FA82-41C0-8945-66A8A5EC017B}","2014-09-12 11:15:07.263000000"
"51","","1354","9","","{E4C69E3E-BE4B-4DCD-B2F0-1237B391BC44}","2014-09-12 11:15:07.263000000"
"69","","784","9","","{64841B37-3A25-416A-A129-E9AAA2EFF4CD}","2014-09-12 11:15:07.263000000"
"87","","796","9","","{07FB8B21-FB06-49F8-8CD5-9956273CD78A}","2014-09-12 11:15:07.263000000"
"105","","1314","9","","{F9387EA3-EF35-49B2-B535-E02368D2C0FD}","2014-09-12 11:15:07.263000000"
"123","","718","9","","{BC0A8115-7E8F-4FAA-947F-FD315C30250D}","2014-09-12 11:15:07.263000000"
"141","","706","9","","{E0B29CC8-066D-4F7F-98C3-0F5136BB85D9}","2014-09-12 11:15:07.263000000"
"159","","456","9","","{EB0F31C8-C2CF-46CD-8F92-C4059190A9C6}","2014-09-12 11:15:07.263000000"
"177","","688","9","","{6ABC1437-87FF-49FE-8B91-9EEEEB4143D4}","2014-09-12 11:15:07.263000000"
"195","","676","9","","{CD4CC2C3-9FB4-4DAB-95CC-A054B1171786}","2014-09-12 11:15:07.263000000"
"213","","410","9","","{374EACA4-B406-4D8E-B122-184EFC4122FA}","2014-09-12 11:15:07.263000000"
"231","","550","9","","{0AC6FEF1-C8D5-46F7-8E4C-FE522A0E4917}","2014-09-12 11:15:07.263000000"
"249","","1950","9","","{C2C4F287-0FBE-436C-8FB8-0E95125DFE61}","2014-09-12 11:15:07.263000000"
"267","","1938","9","","{E4659480-CA31-4FCD-AC59-79DDC831839F}","2014-09-12 11:15:07.263000000"
"285","","408","9","","{055BC119-564E-47A0-8086-995FBBE8C739}","2014-09-12 11:15:07.263000000"
"303","","384","9","","{31392045-13D2-46CB-9031-67BD7C6F1300}","2014-09-12 11:15:07.263000000"
"321","","436","9","","{FFE78B87-222B-4AB6-8D46-AFBA06C1B19E}","2014-09-12 11:15:07.263000000"
"339","","972","9","","{ECBD14F2-F495-4AC9-B3F4-6A53D15856D3}","2014-09-12 11:15:07.263000000"
"357","","358","9","","{CDD731FA-45B9-405C-9265-42C039CFB509}","2014-09-12 11:15:07.263000000"
"375","","1854","9","","{150DCA03-DAE1-461C-85C8-54660461356C}","2014-09-12 11:15:07.263000000"
"393","","1866","9","","{65923376-FAE9-430E-9712-42235694F8BD}","2014-09-12 11:15:07.263000000"
"411","","690","9","","{509BA11F-3D46-478D-8213-142F20C2F6BF}","2014-09-12 11:15:07.263000000"
"429","","564","9","","{A1AE3116-2C4D-4647-A111-EAEED3DF2D96}","2014-09-12 11:15:07.263000000"
"447","","426","9","","{9EE3C197-E7DB-4F66-B491-118A9928B782}","2014-09-12 11:15:07.263000000"
"465","","918","9","","{5AB396BE-567F-4EDE-B3C1-82E410867ACD}","2014-09-12 11:15:07.263000000"
"483","","906","9","","{19405801-665B-479F-B5A6-686876E615AC}","2014-09-12 11:15:07.263000000"
"501","","894","9","","{5314EDB3-4FE0-47BC-90C8-E89589E8BA7A}","2014-09-12 11:15:07.263000000"
"519","","1464","9","","{6E5DC4E9-BD21-4E78-808A-074F07958B75}","2014-09-12 11:15:07.263000000"
"537","","1452","9","","{21EC149D-266A-4B80-8D35-F49BE8A57F06}","2014-09-12 11:15:07.263000000"
"555","","350","9","","{5F257E9E-661F-4D55-9B92-120C96D59088}","2014-09-12 11:15:07.263000000"
"573","","300","9","","{FA67448C-1AF6-4F9B-95CE-71DD35604992}","2014-09-12 11:15:07.263000000"
"591","","666","9","","{41DA486F-2232-4B7C-B54A-1FBF4C5299D5}","2014-09-12 11:15:07.263000000"
"616","","1818","9","","{B978D534-47E9-4386-80AD-1BF256B8FEFE}","2014-09-12 11:15:07.263000000"
"634","","1366","9","","{C2C156F1-4096-47C4-9979-BAAC98AFE790}","2014-09-12 11:15:07.263000000"
"640","","1370","9","","{8AB2C195-E95A-45DE-B0D1-02F13D20D0B0}","2014-09-12 11:15:07.263000000"
"658","","1058","9","","{226F159E-8716-4B8B-B058-A53E81118822}","2014-09-12 11:15:07.263000000"
"664","","1054","9","","{5463F242-1CB0-42ED-B5F7-0C22B9929096}","2014-09-12 11:15:07.263000000"
"682","","1042","9","","{2F4B1557-8A9A-45F4-BE71-962878E5B360}","2014-09-12 11:15:07.263000000"
"688","","1038","9","","{FF416568-8635-4C21-B8A0-82494C57F1E2}","2014-09-12 11:15:07.263000000"
"11000","13531","","9","","{477586B3-2977-4E54-B1A8-569AB2C7C4D4}","2014-09-12 11:15:07.263000000"
"11001","5454","","9","","{C32A8084-9077-4F13-9738-1E2DA7C1DCD9}","2014-09-12 11:15:07.263000000"
"11002","11269","","9","","{45715DD8-2F57-4A39-BEB4-6A8F99D59794}","2014-09-12 11:15:07.263000000"
"11003","11358","","9","","{7E240EFC-7EE6-4814-93A8-269821157E18}","2014-09-12 11:15:07.263000000"
"11004","11901","","9","","{61CCB4D0-2328-4BBB-AEF9-E7E0B0FDD67A}","2014-09-12 11:15:07.263000000"
"11005","6990","","9","","{C3057568-1851-4728-AEAE-65683458F474}","2014-09-12 11:15:07.263000000"
"11006","6229","","9","","{5FDD038A-9B9C-4CD5-ACA6-DE2778A79EE9}","2014-09-12 11:15:07.263000000"
"11007","3878","","9","","{AF6B5314-8FEE-4464-984B-0D2BA9B369D0}","2014-09-12 11:15:07.263000000"
"11008","14673","","9","","{D7E429F4-6E67-48AC-BBF9-45ECB5EC0F28}","2014-09-12 11:15:07.263000000"
"11009","20229","","9","","{AA4FC27F-B78C-4223-BDBA-CFD3E3DF8884}","2014-09-12 11:15:07.263000000"
"11010","6377","","9","","{13EB4393-A5CC-4481-B8FD-E47118445FA6}","2014-09-12 11:15:07.263000000"
"11011","18258","","9","","{7E72D957-CA34-4AEB-9213-1302D24A949F}","2014-09-12 11:15:07.263000000"
"11017","2521","","9","","{BEEB1F0C-84B2-4B63-AE28-B7D02F10924E}","2014-09-12 11:15:07.263000000"
"11018","7394","","9","","{4400EE2F-3B7E-480C-B02B-CFFBF4AAB6EC}","2014-09-12 11:15:07.263000000"
"11025","12565","","9","","{379AB480-4D1A-4A41-B0FC-EB6F9CCB69CE}","2014-09-12 11:15:07.263000000"
"11026","2857","","9","","{E0834203-936E-4403-A732-3213D27EA4C7}","2014-09-12 11:15:07.263000000"
"11027","5526","","9","","{E7368285-FAD6-4D30-B4E4-1640714C887E}","2014-09-12 11:15:07.263000000"
"11028","15088","","9","","{285348ED-BB45-47A4-8E24-01AFC59E582D}","2014-09-12 11:15:07.263000000"
"11029","15638","","9","","{F5E08136-6EC8-4E36-B847-1C28E252073A}","2014-09-12 11:15:07.263000000"
"11030","17272","","9","","{C3024273-59F4-4EFD-8ED9-71CAC3047BCB}","2014-09-12 11:15:07.263000000"
"11031","13917","","9","","{0B39FD05-F72A-40D6-96EB-1CDC0F40E554}","2014-09-12 11:15:07.263000000"
"11032","16240","","9","","{B99E8C9C-40C2-4F71-B1F8-C7257F747022}","2014-09-12 11:15:07.263000000"
"11033","9475","","9","","{D53773F1-4A6D-4976-9579-B7276371C356}","2014-09-12 11:15:07.263000000"
"11034","9657","","9","","{FF1C2D92-9767-4BB4-908E-B64996816B8F}","2014-09-12 11:15:07.263000000"
"11035","13948","","9","","{064D6203-B7DD-4876-9E19-E1D1F0A84C09}","2014-09-12 11:15:07.263000000"
"11038","18643","","9","","{CA85BEF7-BC8E-41BA-B8C7-0DD06DB5D55A}","2014-09-12 11:15:07.263000000"
"11039","15676","","9","","{6BD36822-5F3A-4094-BEF7-238FF4B7BD09}","2014-09-12 11:15:07.263000000"
"11044","5244","","9","","{F7691B2E-2209-4649-A3DC-2BC9A77349EA}","2014-09-12 11:15:07.263000000"
"11045","5225","","9","","{EE86DE3E-FC4E-499A-BE1E-53C3C25427F1}","2014-09-12 11:15:07.263000000"
"11046","19870","","9","","{3903B00B-9211-4BE0-83D5-8EC81DB91978}","2014-09-12 11:15:07.263000000"
"11047","12928","","9","","{8F13743A-DAAC-49AC-93F1-81A18E8A3C45}","2014-09-12 11:15:07.263000000"
"11048","13513","","9","","{47466437-BAFF-4FDB-9CB3-43CD63C44090}","2014-09-12 11:15:07.263000000"
"11050","17337","","9","","{0CC04139-C798-44E8-8925-68AAA2EB6BCF}","2014-09-12 11:15:07.263000000"
"11051","18655","","9","","{BAC01663-677F-4EE2-BECB-B993F3014DAD}","2014-09-12 11:15:07.263000000"
"11052","15276","","9","","{00D626D5-0CB2-4EF9-9BBE-72DD461B8DBB}","2014-09-12 11:15:07.263000000"
"11054","9790","","9","","{CFA862AB-059F-469A-B5C4-79316EBB12AA}","2014-09-12 11:15:07.263000000"
