"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"8","","1024","5","","{801368B1-4323-4BFA-8BEA-5B5B1E4BD4A0}","2014-09-12 11:15:07.263000000"
"9","","620","5","","{B900BB7F-23C3-481D-80DA-C49A5BD6F772}","2014-09-12 11:15:07.263000000"
"17","","1018","5","","{34DB417F-1E0B-4408-9FF6-987E59D0D73C}","2014-09-12 11:15:07.263000000"
"26","","1012","5","","{FD4898DE-D128-4719-8C74-9F77605AAC4A}","2014-09-12 11:15:07.263000000"
"27","","1338","5","","{CACA5149-D799-473B-847F-83F3613D3D1F}","2014-09-12 11:15:07.263000000"
"44","","1000","5","","{FB4B073C-6B38-4233-83FE-4236558F4754}","2014-09-12 11:15:07.263000000"
"45","","1350","5","","{B50043ED-C66B-4130-BEBC-07D413043991}","2014-09-12 11:15:07.263000000"
"62","","988","5","","{359BB644-407D-4C24-AB98-E637AEE7C81E}","2014-09-12 11:15:07.263000000"
"63","","1362","5","","{76E2E4C3-B1BA-4CB2-B410-A4D48BA886E5}","2014-09-12 11:15:07.263000000"
"80","","554","5","","{98DCB8C4-E7C0-43E7-B429-2CB4D8A8D90D}","2014-09-12 11:15:07.263000000"
"81","","792","5","","{E25E3769-CADC-4DA6-9120-09C3B2205475}","2014-09-12 11:15:07.263000000"
"90","","798","5","","{6FC7D1F9-11E6-4574-90B3-7AA6FFC1EBD9}","2014-09-12 11:15:07.263000000"
"98","","734","5","","{7D37485D-A4CF-4C08-8D3C-364DEEC7C841}","2014-09-12 11:15:07.263000000"
"99","","1310","5","","{8583A63E-3459-44C7-8736-A92E0A7135F2}","2014-09-12 11:15:07.263000000"
"116","","1884","5","","{061C4697-F808-4C31-823E-5E8E60EFE0AA}","2014-09-12 11:15:07.263000000"
"117","","722","5","","{18406109-F4AC-4F30-A96F-4E056996DE56}","2014-09-12 11:15:07.263000000"
"134","","1872","5","","{FD0D8467-48D9-42B8-A4E6-DABC96F58925}","2014-09-12 11:15:07.263000000"
"135","","710","5","","{DFFD552F-30E0-488A-AC07-83C9A7B075C7}","2014-09-12 11:15:07.263000000"
"152","","650","5","","{E07B697E-74C1-4F52-818F-32531696F7AB}","2014-09-12 11:15:07.263000000"
"153","","514","5","","{10C2DA66-32A2-4C63-998F-9B18CDD6E3B0}","2014-09-12 11:15:07.263000000"
"170","","814","5","","{1F8334E8-3DDC-4530-A1D2-E0BAB826476E}","2014-09-12 11:15:07.263000000"
"171","","502","5","","{3C40E926-090D-4A7A-9E9D-D9222AE910C5}","2014-09-12 11:15:07.263000000"
"188","","1194","5","","{2AF36044-25F9-476C-961D-A8EFD29E2C4F}","2014-09-12 11:15:07.263000000"
"189","","680","5","","{3ED50D2B-A57B-4238-BB31-2F96996DB362}","2014-09-12 11:15:07.263000000"
"206","","1182","5","","{F0B3A736-DD1D-4412-AF94-083990D01965}","2014-09-12 11:15:07.263000000"
"207","","414","5","","{CA07B43C-6FB2-4160-B1AC-FAAEA2A1CCF1}","2014-09-12 11:15:07.263000000"
"224","","1416","5","","{8B943679-47D7-48F4-BBB9-1020A2F634CD}","2014-09-12 11:15:07.263000000"
"225","","1168","5","","{AD085784-02A0-4A02-B79C-446A9F8F7EBF}","2014-09-12 11:15:07.263000000"
"242","","1428","5","","{01D8CEF9-298D-49A8-AFC4-FFA9F5B6D1F0}","2014-09-12 11:15:07.263000000"
"243","","1954","5","","{62F14FDC-02DA-47EC-A1AF-5B95E963A14B}","2014-09-12 11:15:07.263000000"
"260","","476","5","","{0446B06C-94D3-44DF-96D3-0BAF8124E5D4}","2014-09-12 11:15:07.263000000"
"261","","1942","5","","{F6B51FEA-D82E-440F-BC5E-508D33BA7D0F}","2014-09-12 11:15:07.263000000"
"278","","616","5","","{E8544BB9-7D68-4D07-96D2-7772D3A000CE}","2014-09-12 11:15:07.263000000"
"279","","1930","5","","{27670FE7-9BEB-496C-A0B4-A097ACEFECD0}","2014-09-12 11:15:07.263000000"
"296","","766","5","","{6D8059C6-BF5D-4871-8CA8-CC1703668B87}","2014-09-12 11:15:07.263000000"
"297","","394","5","","{39BD90D4-A3F8-4F16-A960-B76014B1A913}","2014-09-12 11:15:07.263000000"
"314","","778","5","","{1D3E8A19-1AD4-4524-BE77-5A5998107204}","2014-09-12 11:15:07.263000000"
"315","","440","5","","{527D2334-C39D-49A8-901E-B1057F41BD73}","2014-09-12 11:15:07.263000000"
"332","","468","5","","{B2E4CF6B-9C83-4025-99B4-166640C15510}","2014-09-12 11:15:07.263000000"
"333","","968","5","","{0412C1A5-E4BA-4F83-9BB3-86175B894A55}","2014-09-12 11:15:07.263000000"
"350","","610","5","","{51AF3285-9533-4172-A4B9-7E654169FB33}","2014-09-12 11:15:07.263000000"
"351","","354","5","","{4267E129-15F9-41DE-B426-F38CB86CC417}","2014-09-12 11:15:07.263000000"
"368","","752","5","","{992E96CC-BE7C-49AA-A6E5-6534990F1774}","2014-09-12 11:15:07.263000000"
"369","","362","5","","{3D4C073C-758C-4AE7-A00B-72DADA062AF2}","2014-09-12 11:15:07.263000000"
"386","","740","5","","{BC5C4272-DB96-464C-8F74-09A8343E5877}","2014-09-12 11:15:07.263000000"
"387","","1862","5","","{3F8DE0ED-D0F6-498C-AB91-2C35815E297E}","2014-09-12 11:15:07.263000000"
"404","","366","5","","{8EF6E3C7-A53A-4CE4-819F-E67871C2F7ED}","2014-09-12 11:15:07.263000000"
"405","","462","5","","{2EF9B843-4B9A-4220-8503-2DBDB2878C41}","2014-09-12 11:15:07.263000000"
"422","","1164","5","","{7A2CDC3B-3646-4FB1-975A-E3BB2F3159A9}","2014-09-12 11:15:07.263000000"
