"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"35","","1006","2","","{8D74B6B9-6C96-44A5-BEC4-0E9736D191BE}","2014-09-12 11:15:07.263000000"
"36","","1344","2","","{53C0491D-8AE8-4B16-A830-2078FDDF46AD}","2014-09-12 11:15:07.263000000"
"53","","994","2","","{81D3B740-DCF1-4F23-A5E3-D81353280016}","2014-09-12 11:15:07.263000000"
"54","","1356","2","","{123B3EBF-4EB0-442A-8482-A4E001CCCF89}","2014-09-12 11:15:07.263000000"
"71","","530","2","","{91CC8AC7-27E5-437C-B940-DB47692754D3}","2014-09-12 11:15:07.263000000"
"72","","786","2","","{0DA3081D-FDC7-4005-B77D-E5AFD8C15DE6}","2014-09-12 11:15:07.263000000"
"89","","634","2","","{A34FE994-1098-439F-A042-EE670BF2FA33}","2014-09-12 11:15:07.263000000"
"107","","728","2","","{9522CA57-0246-496A-AE49-D9821CD67817}","2014-09-12 11:15:07.263000000"
"108","","1316","2","","{D1E756E0-A0D1-43D6-A7CB-AC5C5EF404E7}","2014-09-12 11:15:07.263000000"
"125","","1878","2","","{69AF6E37-EAD1-4FBD-82F0-61CE3B35F943}","2014-09-12 11:15:07.263000000"
"126","","716","2","","{B03EFE01-3333-4805-9913-99323C143526}","2014-09-12 11:15:07.263000000"
"143","","520","2","","{95E93EFE-78E9-470C-B4A7-4DD6A5D0F14B}","2014-09-12 11:15:07.263000000"
"144","","704","2","","{53C1A4AC-2DE2-4AB5-808F-523BE758AD29}","2014-09-12 11:15:07.263000000"
"161","","820","2","","{5A1817B3-6C90-4C17-ADF8-B30A06F92141}","2014-09-12 11:15:07.263000000"
"162","","454","2","","{F4D0EE10-E276-4A3D-8D3B-E1904195F1B8}","2014-09-12 11:15:07.263000000"
"179","","444","2","","{F7F8B200-1294-4419-9DAC-8194231AC9B7}","2014-09-12 11:15:07.263000000"
"215","","1176","2","","{3C8FDA7C-6E91-4779-A45E-234774092C78}","2014-09-12 11:15:07.263000000"
"216","","544","2","","{4F58A074-EA37-49F8-B0C1-FDC3E0A08677}","2014-09-12 11:15:07.263000000"
"233","","1422","2","","{4E10867D-98DA-4CCC-ADF2-92A3EDB6E7C1}","2014-09-12 11:15:07.263000000"
"234","","548","2","","{60552ADB-643C-461A-9DFD-57029760B59A}","2014-09-12 11:15:07.263000000"
"251","","1434","2","","{50FC67E2-4FEA-4191-A01B-E850214B3B3E}","2014-09-12 11:15:07.263000000"
"252","","1948","2","","{3CEA9DD6-E7D0-4892-87D1-4BBA655BCC7A}","2014-09-12 11:15:07.263000000"
"269","","584","2","","{C8D788BB-BDBE-48A7-B0BF-B1B0488D9B9F}","2014-09-12 11:15:07.263000000"
"270","","1936","2","","{EF6CE6F1-71B7-4A5D-9EEE-55283BD5AD5C}","2014-09-12 11:15:07.263000000"
"305","","772","2","","{7B7DC9C9-DF06-43B1-995D-AAC5D58F2862}","2014-09-12 11:15:07.263000000"
"324","","2051","2","","{815EEA58-33C8-4717-8A9B-A86856090A06}","2014-09-12 11:15:07.263000000"
"341","","576","2","","{8347E7AF-A66A-410A-A035-65CF88E500B3}","2014-09-12 11:15:07.263000000"
"342","","974","2","","{DFBE95B2-BFB7-4CB3-BBFC-045F35BB48CF}","2014-09-12 11:15:07.263000000"
"359","","604","2","","{68E332E9-2929-4149-8086-FA8D7E4BC859}","2014-09-12 11:15:07.263000000"
"378","","1856","2","","{95828950-E407-4293-A824-B2525F135503}","2014-09-12 11:15:07.263000000"
"396","","1868","2","","{8ADBCD9A-4D47-4FD5-A04A-DFFCC2BF47DE}","2014-09-12 11:15:07.263000000"
"413","","404","2","","{44690101-F37F-418E-BA40-7B117D134B68}","2014-09-12 11:15:07.263000000"
"414","","692","2","","{F493788D-9984-4433-B24F-F7D151462826}","2014-09-12 11:15:07.263000000"
"432","","846","2","","{2BB213EE-5443-4E13-B085-6413A707A120}","2014-09-12 11:15:07.263000000"
"450","","424","2","","{81A8AE36-D134-475C-BED1-06C7C68CB095}","2014-09-12 11:15:07.263000000"
"486","","904","2","","{C0A0ECCC-1504-49CB-93E0-A613BA0A6DD6}","2014-09-12 11:15:07.263000000"
"503","","320","2","","{53F9D07A-114F-40C3-84DE-2CAA6E13A05C}","2014-09-12 11:15:07.263000000"
"521","","1904","2","","{A09978FE-9354-4C69-8423-1E172841A9AB}","2014-09-12 11:15:07.263000000"
"522","","1462","2","","{8989CBD0-E708-4D36-BFB7-71B08A239BFA}","2014-09-12 11:15:07.263000000"
"539","","1248","2","","{664067F5-4C17-49E0-AE44-775AEB6F23E2}","2014-09-12 11:15:07.263000000"
"540","","1450","2","","{D0EFCB7C-D0B6-4E7F-8C63-1E00E7938929}","2014-09-12 11:15:07.263000000"
"557","","328","2","","{ADB9D8CD-5614-4D68-A71D-102A28726938}","2014-09-12 11:15:07.263000000"
"558","","344","2","","{E235C0E3-895D-4E0A-8B71-1807FB4537E2}","2014-09-12 11:15:07.263000000"
"575","","878","2","","{18AA89AA-FEFF-45A5-9F0F-9C18523FDC6C}","2014-09-12 11:15:07.263000000"
"576","","298","2","","{566E9FAD-966F-4F9F-B9B0-D848EEA5B7AC}","2014-09-12 11:15:07.263000000"
"593","","890","2","","{7BCA67B7-833D-40C4-84D9-2E0FEEB6726A}","2014-09-12 11:15:07.263000000"
"594","","664","2","","{147692E6-80FE-492F-97F6-51D9C5AA0C36}","2014-09-12 11:15:07.263000000"
"618","","1086","2","","{8EE36249-427E-4C11-B909-0A16BF80FBCF}","2014-09-12 11:15:07.263000000"
"619","","1820","2","","{D042FF4C-898D-4F53-B14F-1CD6F7F00D6D}","2014-09-12 11:15:07.263000000"
"636","","1074","2","","{DB14028F-1C36-4F29-A2F9-1F1986C38776}","2014-09-12 11:15:07.263000000"
"642","","1070","2","","{B63BB804-B28A-4948-B3C5-557D548BB1DD}","2014-09-12 11:15:07.263000000"
"666","","422","2","","{122555B3-7DE3-4960-A9A3-0D19392E54F3}","2014-09-12 11:15:07.263000000"
"667","","1052","2","","{5F6D21D3-E8D9-4D8A-8BF1-F52F660252D1}","2014-09-12 11:15:07.263000000"
"684","","832","2","","{673881BF-EB36-4E92-BA45-1F109CFDCCBD}","2014-09-12 11:15:07.263000000"
"690","","836","2","","{BE9D4CD7-A224-48A1-B599-720B07043949}","2014-09-12 11:15:07.263000000"
"691","","1036","2","","{6C7F3484-142C-425A-A0F9-BA2201079A5C}","2014-09-12 11:15:07.263000000"
"11732","3007","","2","","{C5E9E8B5-11F4-455C-9A1B-A5FA3A5B1EB3}","2014-09-12 11:15:07.263000000"
"12956","11025","","2","","{CD6BE778-FACC-414F-8A2B-0DA042C48A6E}","2014-09-12 11:15:07.263000000"
"13145","8892","","2","","{267486BD-86F5-4BFC-A58B-764E519681EC}","2014-09-12 11:15:07.263000000"
"15324","15022","","2","","{5B2AE298-8063-463E-B20E-A760B5475A8C}","2014-09-12 11:15:07.263000000"
"17120","8416","","2","","{C77ED3B0-ECA0-412B-A69F-A84C2E5C1A79}","2014-09-12 11:15:07.263000000"
"21249","4925","","2","","{DA9FF363-D9BD-48AC-B301-13412205DAC2}","2014-09-12 11:15:07.263000000"
"27040","1760","","2","","{ED4D63F8-BB47-4EFB-9398-75DB8FD30C4C}","2014-09-12 11:15:07.263000000"
"27421","4562","","2","","{8E6EE4E1-28D8-47FC-8404-7558EB3814D3}","2014-09-12 11:15:07.263000000"
"29487","297","298","2","","{676811A9-9E7F-49AF-BAAC-F6B0B053246E}","2014-09-12 11:15:07.263000000"
"29498","319","320","2","","{7447847B-3887-4E26-AD3E-5355A6B8852D}","2014-09-12 11:15:07.263000000"
"29501","327","328","2","","{78961501-8775-402C-B5D5-971AD9D0EFC2}","2014-09-12 11:15:07.263000000"
"29509","343","344","2","","{5576B67C-2E2B-4C3A-9A45-3E11D097D791}","2014-09-12 11:15:07.263000000"
"29543","421","422","2","","{79EB275F-290E-47A9-A974-46A150E8D52A}","2014-09-12 11:15:07.263000000"
"29551","443","444","2","","{98FB558C-F7A6-4A26-87C7-B692596B3BB8}","2014-09-12 11:15:07.263000000"
"29555","453","454","2","","{70C0F469-7210-47CA-BEA7-BF2418E3F5A6}","2014-09-12 11:15:07.263000000"
"29581","519","520","2","","{40AFE275-E1B9-4513-97ED-766C3AD49C2B}","2014-09-12 11:15:07.263000000"
"29592","543","544","2","","{57C1E381-05F6-4C55-9639-D513D43D7164}","2014-09-12 11:15:07.263000000"
"29594","547","548","2","","{D60C897E-18E2-4890-82D9-106F3C7A8CD9}","2014-09-12 11:15:07.263000000"
"29610","583","584","2","","{D5D07F43-556E-4FDC-9665-C343A32A8B15}","2014-09-12 11:15:07.263000000"
"29619","603","604","2","","{F31ACC7A-52DF-456E-A5CD-63858F724AEC}","2014-09-12 11:15:07.263000000"
"29633","633","634","2","","{39E4200E-B6B8-4A7D-9BE7-D786FF611F97}","2014-09-12 11:15:07.263000000"
"29647","663","664","2","","{49CFB80D-E1CF-4786-B6EA-DDD242BC78EE}","2014-09-12 11:15:07.263000000"
"29658","691","692","2","","{81ED8F8D-AF6B-45B1-9129-6D0AE90AB4B0}","2014-09-12 11:15:07.263000000"
"29664","703","704","2","","{8AEC852B-6934-4A55-B7D8-56BFF087CFE9}","2014-09-12 11:15:07.263000000"
"29669","715","716","2","","{A4DA2E4B-E977-4832-9D57-2396CB7CA54D}","2014-09-12 11:15:07.263000000"
