"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"13","","434","7","","{B0FA5854-2511-439B-A7AC-50C9C460B175}","2014-09-12 11:15:07.263000000"
"31","","942","7","","{EFFA209A-A110-4F94-887D-E50E44FB06EA}","2014-09-12 11:15:07.263000000"
"49","","1286","7","","{F3DFA401-85C6-4118-B5C5-6554310A1192}","2014-09-12 11:15:07.263000000"
"67","","1274","7","","{51CE3843-FC98-453E-8CF1-7EA145235D0F}","2014-09-12 11:15:07.263000000"
"85","","1262","7","","{B44000F5-901B-4134-979D-F9A9BEA5A598}","2014-09-12 11:15:07.263000000"
"103","","1894","7","","{22390E6F-AC5F-4DED-8EE5-91C1302C7FA2}","2014-09-12 11:15:07.263000000"
"121","","1324","7","","{7472FF87-0FBC-4D1F-B599-D47B51B41CF0}","2014-09-12 11:15:07.263000000"
"139","","982","7","","{23A1A3E2-16F0-40AA-87D4-F4AE97D12581}","2014-09-12 11:15:07.263000000"
"157","","628","7","","{DA4968B5-6BA0-4478-BBDC-3A00E9A1B59E}","2014-09-12 11:15:07.263000000"
"175","","808","7","","{66F2342A-7CC4-4F5F-A218-8791B21A9173}","2014-09-12 11:15:07.263000000"
"193","","1300","7","","{74CB0417-1626-4586-A8C8-6F0331B08C50}","2014-09-12 11:15:07.263000000"
"211","","1408","7","","{98158631-9D58-4222-BCBD-CB0B90CBCE17}","2014-09-12 11:15:07.263000000"
"229","","1154","7","","{25B9F9FC-40B0-463F-B6B9-B345E7B46874}","2014-09-12 11:15:07.263000000"
"247","","1142","7","","{0764E4DB-C9D4-4C8B-964D-F7FAD1C567FB}","2014-09-12 11:15:07.263000000"
"265","","590","7","","{1CD5E09A-9C62-4AD1-9C86-0E17A4512D6E}","2014-09-12 11:15:07.263000000"
"283","","946","7","","{7502406D-DB42-4F26-9C7C-384116A6882D}","2014-09-12 11:15:07.263000000"
"301","","1486","7","","{D4795F2C-072A-490C-8F6A-F1557DEB3A48}","2014-09-12 11:15:07.263000000"
"319","","1474","7","","{B933A9DC-EF58-4BB6-83A1-BCE83A1468DB}","2014-09-12 11:15:07.263000000"
"337","","1986","7","","{FB5A02EB-5589-4499-A19E-492457426B90}","2014-09-12 11:15:07.263000000"
"355","","1234","7","","{E6250B8A-8DCB-4192-8A0B-9598AE0E3F05}","2014-09-12 11:15:07.263000000"
"373","","1222","7","","{6C49B96D-2DFE-4E55-A102-416FE3B64DC4}","2014-09-12 11:15:07.263000000"
"391","","1210","7","","{030F5458-D836-4142-B2A7-321C34EA66D7}","2014-09-12 11:15:07.263000000"
"409","","1104","7","","{102DF3EB-C1A7-494A-A2FF-E0C5F2018559}","2014-09-12 11:15:07.263000000"
"427","","508","7","","{411E7506-12EF-4EE7-BD86-B80187AA6190}","2014-09-12 11:15:07.263000000"
"445","","854","7","","{F6130E0A-B5EA-4747-92EA-257D7F3ED116}","2014-09-12 11:15:07.263000000"
"463","","866","7","","{6B70D0B3-4A77-4143-842A-C5FB0BBBE8FF}","2014-09-12 11:15:07.263000000"
"481","","1830","7","","{579EF71E-9A99-4D2E-BF31-0B6D5DAC66BE}","2014-09-12 11:15:07.263000000"
"499","","1842","7","","{C1977B0F-7A53-4761-AC2D-E43DA7B25711}","2014-09-12 11:15:07.263000000"
"517","","594","7","","{A7726BAE-8C2D-4FE5-B25F-281083AEAF2C}","2014-09-12 11:15:07.263000000"
"535","","962","7","","{6A937150-8AB4-4526-A5BF-70CAABE12FC6}","2014-09-12 11:15:07.263000000"
"553","","1442","7","","{0F25342A-F34F-4537-ACBF-37051F4E9DDD}","2014-09-12 11:15:07.263000000"
"571","","1114","7","","{666A1166-84FC-4E16-8A0C-D8DF42F9A865}","2014-09-12 11:15:07.263000000"
"589","","1800","7","","{412D4BA0-0A0B-4228-BCB8-7682E52D0BAA}","2014-09-12 11:15:07.263000000"
"614","","482","7","","{E3EE0533-73C5-4C04-9A57-A18ACB731D4F}","2014-09-12 11:15:07.263000000"
"632","","1958","7","","{68ADCE22-0F2E-4D7D-9B70-6A59A68A494C}","2014-09-12 11:15:07.263000000"
"638","","1962","7","","{44C8B67B-30E5-4B4E-9BC0-C3884877D47B}","2014-09-12 11:15:07.263000000"
"656","","1380","7","","{71EB335F-005C-4539-8718-FB1C257BC9EF}","2014-09-12 11:15:07.263000000"
"662","","1384","7","","{6712FF8A-6C37-4331-A4ED-19E2035AB0E5}","2014-09-12 11:15:07.263000000"
"680","","1396","7","","{9E10D007-B1C1-486F-90CD-4D24BC2396BD}","2014-09-12 11:15:07.263000000"
"686","","1400","7","","{E3540D69-58E5-4171-800B-44B6253EF411}","2014-09-12 11:15:07.263000000"
"11241","2436","","7","","{349A059A-A808-4944-AFEE-F651FEA92F62}","2014-09-12 11:15:07.263000000"
"11242","18425","","7","","{E92F25E3-6930-4045-B078-268AAFAE930C}","2014-09-12 11:15:07.263000000"
"11248","12887","","7","","{69BA261E-37B4-478E-A899-22DC6E76B7BF}","2014-09-12 11:15:07.263000000"
"11336","17116","","7","","{E4C03565-DD00-4E37-AA0A-6AB4655E02B6}","2014-09-12 11:15:07.263000000"
"11339","17934","","7","","{99382BCD-6C65-41AD-9F0A-79611059B42E}","2014-09-12 11:15:07.263000000"
"11340","16870","","7","","{37892646-12EA-477F-B8AA-009A4CF97E1D}","2014-09-12 11:15:07.263000000"
"11342","10772","","7","","{4D0F7104-EBD8-41B1-BA32-96C924D907A7}","2014-09-12 11:15:07.263000000"
"11345","13748","","7","","{3E1B7286-1241-4B3C-8324-BC9F7E80462A}","2014-09-12 11:15:07.263000000"
